year,gear,julian,fish,CU_no,CU,prob
2011,Fish Wheel,213,27,73,MidYR,0.2413
2011,Fish Wheel,213,27,68,Teslin,0.0374
2011,Fish Wheel,213,27,69,UpperYR,0
2011,Fish Wheel,213,45,76,NYR,0
2011,Fish Wheel,213,45,75,White,0
2011,Fish Wheel,213,45,74,Stew,0
2011,Fish Wheel,213,45,72,Pelly,4e-04
2011,Fish Wheel,213,45,71,Norden,0
2011,Fish Wheel,213,45,73,MidYR,0.9959
2011,Fish Wheel,213,45,68,Teslin,4e-04
2011,Fish Wheel,213,45,69,UpperYR,0.0033
2011,Fish Wheel,213,83,76,NYR,0
2011,Fish Wheel,213,83,75,White,0
2011,Fish Wheel,213,83,74,Stew,1e-04
2011,Fish Wheel,213,83,72,Pelly,0
2011,Fish Wheel,213,83,71,Norden,0
2011,Fish Wheel,213,83,73,MidYR,0.7953
2011,Fish Wheel,213,83,68,Teslin,0.001
2011,Fish Wheel,213,83,69,UpperYR,0.2036
2011,Fish Wheel,213,114,76,NYR,0.001
2011,Fish Wheel,213,114,75,White,0
2011,Fish Wheel,213,114,74,Stew,0
2011,Fish Wheel,213,114,72,Pelly,2e-04
2011,Fish Wheel,213,114,71,Norden,0
2011,Fish Wheel,213,114,73,MidYR,0.9468
2011,Fish Wheel,213,114,68,Teslin,0.0085
2011,Fish Wheel,213,114,69,UpperYR,0.0435
2011,Test Fishery,214,470,76,NYR,0.0127
2011,Test Fishery,214,470,75,White,0
2011,Test Fishery,214,470,74,Stew,0.0057
2011,Test Fishery,214,470,72,Pelly,0.105
2011,Test Fishery,214,470,71,Norden,0
2011,Test Fishery,214,470,73,MidYR,0.8143
2011,Test Fishery,214,470,68,Teslin,0.0606
2011,Test Fishery,214,470,69,UpperYR,0
2011,Test Fishery,214,471,76,NYR,0
2011,Test Fishery,214,471,75,White,0.2033
2011,Test Fishery,214,471,74,Stew,0.3015
2011,Test Fishery,214,471,72,Pelly,0.0111
2011,Test Fishery,214,471,71,Norden,0
2011,Test Fishery,214,471,73,MidYR,0.4799
2011,Test Fishery,214,471,68,Teslin,0.0032
2011,Test Fishery,214,471,69,UpperYR,0
2011,Test Fishery,214,472,76,NYR,0
2011,Test Fishery,214,472,75,White,0
2011,Test Fishery,214,472,74,Stew,0.0022
2011,Test Fishery,214,472,72,Pelly,0.0034
2011,Test Fishery,214,472,71,Norden,4e-04
2011,Test Fishery,214,472,73,MidYR,0.9937
2011,Test Fishery,214,472,68,Teslin,3e-04
2011,Test Fishery,214,472,69,UpperYR,0
2011,Test Fishery,214,473,76,NYR,1e-04
2011,Test Fishery,214,473,75,White,2e-04
2011,Test Fishery,214,473,74,Stew,0
2011,Test Fishery,214,473,72,Pelly,0.0438
2011,Test Fishery,214,473,71,Norden,0
2011,Test Fishery,214,473,73,MidYR,0.954
2011,Test Fishery,214,473,68,Teslin,0
2011,Test Fishery,214,473,69,UpperYR,0.0019
2011,Test Fishery,214,474,76,NYR,0
2011,Test Fishery,214,474,75,White,0
2011,Test Fishery,214,474,74,Stew,0.0036
2011,Test Fishery,214,474,72,Pelly,3e-04
2011,Test Fishery,214,474,71,Norden,0
2011,Test Fishery,214,474,73,MidYR,0.8656
2011,Test Fishery,214,474,68,Teslin,0.1305
2011,Test Fishery,214,474,69,UpperYR,0
2011,Test Fishery,214,475,76,NYR,0
2011,Test Fishery,214,475,75,White,0
2011,Test Fishery,214,475,74,Stew,0.0011
2011,Test Fishery,214,475,72,Pelly,0.0092
2011,Test Fishery,214,475,71,Norden,0
2011,Test Fishery,214,475,73,MidYR,0.9887
2011,Test Fishery,214,475,68,Teslin,4e-04
2011,Test Fishery,214,475,69,UpperYR,4e-04
2011,Test Fishery,214,476,76,NYR,0.0471
2011,Test Fishery,214,476,75,White,0.3866
2011,Test Fishery,214,476,74,Stew,0.0289
2011,Test Fishery,214,476,72,Pelly,0
2011,Test Fishery,214,476,71,Norden,0
2011,Test Fishery,214,476,73,MidYR,0.501
2011,Test Fishery,214,476,68,Teslin,0.025
2011,Test Fishery,214,476,69,UpperYR,0
2011,Test Fishery,214,477,76,NYR,3e-04
2011,Test Fishery,214,477,75,White,0
2011,Test Fishery,214,477,74,Stew,0.0066
2011,Test Fishery,214,477,72,Pelly,0.0075
2011,Test Fishery,214,477,71,Norden,0
2011,Test Fishery,214,477,73,MidYR,0.985
2011,Test Fishery,214,477,68,Teslin,4e-04
2011,Test Fishery,214,477,69,UpperYR,0
2011,Fish Wheel,214,18,76,NYR,0
2011,Fish Wheel,214,18,75,White,0
2011,Fish Wheel,214,18,74,Stew,0.0046
2011,Fish Wheel,214,18,72,Pelly,6e-04
2011,Fish Wheel,214,18,71,Norden,0
2011,Fish Wheel,214,18,73,MidYR,0.9519
2011,Fish Wheel,214,18,68,Teslin,0.0426
2011,Fish Wheel,214,18,69,UpperYR,3e-04
2011,Fish Wheel,214,20,76,NYR,0.0033
2011,Fish Wheel,214,20,75,White,0
2011,Fish Wheel,214,20,74,Stew,0.0037
2011,Fish Wheel,214,20,72,Pelly,0.3113
2011,Fish Wheel,214,20,71,Norden,0
2011,Fish Wheel,214,20,73,MidYR,0.5666
2011,Fish Wheel,214,20,68,Teslin,0.1142
2011,Fish Wheel,214,20,69,UpperYR,0
2011,Fish Wheel,214,68,76,NYR,0
2011,Fish Wheel,214,68,75,White,0
2011,Fish Wheel,214,68,74,Stew,0
2011,Fish Wheel,214,68,72,Pelly,0.0017
2011,Fish Wheel,214,68,71,Norden,0.0084
2011,Fish Wheel,214,68,73,MidYR,0.9801
2011,Fish Wheel,214,68,68,Teslin,0.007
2011,Fish Wheel,214,68,69,UpperYR,0.0028
2011,Test Fishery,215,478,76,NYR,0
2011,Test Fishery,215,478,75,White,0
2011,Test Fishery,215,478,74,Stew,0.0229
2011,Test Fishery,215,478,72,Pelly,0.1293
2011,Test Fishery,215,478,71,Norden,0.0144
2011,Test Fishery,215,478,73,MidYR,0.8231
2011,Test Fishery,215,478,68,Teslin,0
2011,Test Fishery,215,478,69,UpperYR,0.0064
2011,Test Fishery,215,479,76,NYR,0
2011,Test Fishery,215,479,75,White,0
2011,Test Fishery,215,479,74,Stew,0.0841
2011,Test Fishery,215,479,72,Pelly,0.0652
2011,Test Fishery,215,479,71,Norden,0
2011,Test Fishery,215,479,73,MidYR,0.8506
2011,Test Fishery,215,479,68,Teslin,1e-04
2011,Test Fishery,215,479,69,UpperYR,0
2011,Fish Wheel,215,38,76,NYR,0.1369
2011,Fish Wheel,215,38,75,White,0
2011,Fish Wheel,215,38,74,Stew,0.0253
2011,Fish Wheel,215,38,72,Pelly,0
2011,Fish Wheel,215,38,71,Norden,0.1183
2011,Fish Wheel,215,38,73,MidYR,0.6143
2011,Fish Wheel,215,38,68,Teslin,0.0697
2011,Fish Wheel,215,38,69,UpperYR,0
2011,Fish Wheel,215,67,76,NYR,2e-04
2011,Fish Wheel,215,67,75,White,0
2011,Fish Wheel,215,67,74,Stew,2e-04
2011,Fish Wheel,215,67,72,Pelly,9e-04
2011,Fish Wheel,215,67,71,Norden,0
2011,Fish Wheel,215,67,73,MidYR,0.055
2011,Fish Wheel,215,67,68,Teslin,0
2011,Fish Wheel,215,67,69,UpperYR,0.9437
2011,Fish Wheel,215,76,76,NYR,0
2011,Fish Wheel,215,76,75,White,0.0287
2011,Fish Wheel,215,76,74,Stew,0.0143
2011,Fish Wheel,215,76,72,Pelly,0.9536
2011,Fish Wheel,215,76,71,Norden,0
2011,Fish Wheel,215,76,73,MidYR,0.0032
2011,Fish Wheel,215,76,68,Teslin,1e-04
2011,Fish Wheel,215,76,69,UpperYR,0
2011,Fish Wheel,215,85,76,NYR,0
2011,Fish Wheel,215,85,75,White,0
2011,Fish Wheel,215,85,74,Stew,0.0035
2011,Fish Wheel,215,85,72,Pelly,6e-04
2011,Fish Wheel,215,85,71,Norden,0
2011,Fish Wheel,215,85,73,MidYR,0.9723
2011,Fish Wheel,215,85,68,Teslin,0.0034
2011,Fish Wheel,215,85,69,UpperYR,0.02
2011,Fish Wheel,215,101,76,NYR,0
2011,Fish Wheel,215,101,75,White,0.0033
2011,Fish Wheel,215,101,74,Stew,0.0327
2011,Fish Wheel,215,101,72,Pelly,0.8651
2011,Fish Wheel,215,101,71,Norden,0
2011,Fish Wheel,215,101,73,MidYR,0.0033
2011,Fish Wheel,215,101,68,Teslin,0.0956
2011,Fish Wheel,215,101,69,UpperYR,0
2011,Fish Wheel,215,139,76,NYR,0.0028
2011,Fish Wheel,215,139,75,White,0
2011,Fish Wheel,215,139,74,Stew,0.0104
2011,Fish Wheel,215,139,72,Pelly,0.4346
2011,Fish Wheel,215,139,71,Norden,0
2011,Fish Wheel,215,139,73,MidYR,0.3928
2011,Fish Wheel,215,139,68,Teslin,0.1582
2011,Fish Wheel,215,139,69,UpperYR,0
2011,Test Fishery,216,480,76,NYR,0
2011,Test Fishery,216,480,75,White,0
2011,Test Fishery,216,480,74,Stew,0.0103
2011,Test Fishery,216,480,72,Pelly,0.0056
2011,Test Fishery,216,480,71,Norden,0
2011,Test Fishery,216,480,73,MidYR,0.9716
2011,Test Fishery,216,480,68,Teslin,0.0019
2011,Test Fishery,216,480,69,UpperYR,0.0096
2011,Test Fishery,216,481,76,NYR,0
2011,Test Fishery,216,481,75,White,0
2011,Test Fishery,216,481,74,Stew,3e-04
2011,Test Fishery,216,481,72,Pelly,0.0041
2011,Test Fishery,216,481,71,Norden,0
2011,Test Fishery,216,481,73,MidYR,0.9622
2011,Test Fishery,216,481,68,Teslin,0.0051
2011,Test Fishery,216,481,69,UpperYR,0.0283
2011,Test Fishery,216,482,76,NYR,0
2011,Test Fishery,216,482,75,White,0
2011,Test Fishery,216,482,74,Stew,1e-04
2011,Test Fishery,216,482,72,Pelly,0
2011,Test Fishery,216,482,71,Norden,1e-04
2011,Test Fishery,216,482,73,MidYR,0.9996
2011,Test Fishery,216,482,68,Teslin,2e-04
2011,Test Fishery,216,482,69,UpperYR,0
2011,Fish Wheel,216,14,76,NYR,0
2011,Fish Wheel,216,14,75,White,0
2011,Fish Wheel,216,14,74,Stew,0
2011,Fish Wheel,216,14,72,Pelly,1e-04
2011,Fish Wheel,216,14,71,Norden,0
2011,Fish Wheel,216,14,73,MidYR,0.9999
2011,Fish Wheel,216,14,68,Teslin,0
2011,Fish Wheel,216,14,69,UpperYR,0
2011,Fish Wheel,216,77,76,NYR,0
2011,Fish Wheel,216,77,75,White,0
2011,Fish Wheel,216,77,74,Stew,0.1725
2011,Fish Wheel,216,77,72,Pelly,0.5783
2011,Fish Wheel,216,77,71,Norden,0.0063
2011,Fish Wheel,216,77,73,MidYR,0.0714
2011,Fish Wheel,216,77,68,Teslin,0.1707
2011,Fish Wheel,216,77,69,UpperYR,0
2011,Fish Wheel,216,95,76,NYR,0
2011,Fish Wheel,216,95,75,White,0
2011,Fish Wheel,216,95,74,Stew,0.0011
2011,Fish Wheel,216,95,72,Pelly,0.06
2011,Fish Wheel,216,95,71,Norden,0
2011,Fish Wheel,216,95,73,MidYR,0.8338
2011,Fish Wheel,216,95,68,Teslin,0.0978
2011,Fish Wheel,216,95,69,UpperYR,0.0072
2011,Test Fishery,217,483,76,NYR,0
2011,Test Fishery,217,483,75,White,0
2011,Test Fishery,217,483,74,Stew,0
2011,Test Fishery,217,483,72,Pelly,1e-04
2011,Test Fishery,217,483,71,Norden,0
2011,Test Fishery,217,483,73,MidYR,0.0026
2011,Test Fishery,217,483,68,Teslin,0
2011,Test Fishery,217,483,69,UpperYR,0.9973
2011,Fish Wheel,217,96,76,NYR,0
2011,Fish Wheel,217,96,75,White,0
2011,Fish Wheel,217,96,74,Stew,0
2011,Fish Wheel,217,96,72,Pelly,0
2011,Fish Wheel,217,96,71,Norden,0
2011,Fish Wheel,217,96,73,MidYR,0.9954
2011,Fish Wheel,217,96,68,Teslin,0.0046
2011,Fish Wheel,217,96,69,UpperYR,0
2011,Fish Wheel,217,119,76,NYR,0
2011,Fish Wheel,217,119,75,White,0
2011,Fish Wheel,217,119,74,Stew,0.0019
2011,Fish Wheel,217,119,72,Pelly,0.0098
2011,Fish Wheel,217,119,71,Norden,0
2011,Fish Wheel,217,119,73,MidYR,0.9774
2011,Fish Wheel,217,119,68,Teslin,0.0101
2011,Fish Wheel,217,119,69,UpperYR,7e-04
2011,Test Fishery,218,484,76,NYR,0
2011,Test Fishery,218,484,75,White,6e-04
2011,Test Fishery,218,484,74,Stew,3e-04
2011,Test Fishery,218,484,72,Pelly,0.0013
2011,Test Fishery,218,484,71,Norden,0
2011,Test Fishery,218,484,73,MidYR,0.9971
2011,Test Fishery,218,484,68,Teslin,7e-04
2011,Test Fishery,218,484,69,UpperYR,0
2011,Test Fishery,218,485,76,NYR,0
2011,Test Fishery,218,485,75,White,0
2011,Test Fishery,218,485,74,Stew,3e-04
2011,Test Fishery,218,485,72,Pelly,0.0178
2011,Test Fishery,218,485,71,Norden,5e-04
2011,Test Fishery,218,485,73,MidYR,0.6862
2011,Test Fishery,218,485,68,Teslin,0.2952
2011,Test Fishery,218,485,69,UpperYR,0
2011,Test Fishery,218,486,76,NYR,0
2011,Test Fishery,218,486,75,White,0.1803
2011,Test Fishery,218,486,74,Stew,2e-04
2011,Test Fishery,218,486,72,Pelly,0.7298
2011,Test Fishery,218,486,71,Norden,0
2011,Test Fishery,218,486,73,MidYR,0.0814
2011,Test Fishery,218,486,68,Teslin,0.0083
2011,Test Fishery,218,486,69,UpperYR,0
2011,Test Fishery,218,487,76,NYR,0
2011,Test Fishery,218,487,75,White,0
2011,Test Fishery,218,487,74,Stew,0.0045
2011,Test Fishery,218,487,72,Pelly,0.0034
2011,Test Fishery,218,487,71,Norden,0
2011,Test Fishery,218,487,73,MidYR,0.9857
2011,Test Fishery,218,487,68,Teslin,5e-04
2011,Test Fishery,218,487,69,UpperYR,0.0056
2011,Test Fishery,218,488,76,NYR,0
2011,Test Fishery,218,488,75,White,0
2011,Test Fishery,218,488,74,Stew,0.0017
2011,Test Fishery,218,488,72,Pelly,0
2011,Test Fishery,218,488,71,Norden,0.0021
2011,Test Fishery,218,488,73,MidYR,0.9114
2011,Test Fishery,218,488,68,Teslin,0.0804
2011,Test Fishery,218,488,69,UpperYR,0.0039
2011,Test Fishery,218,489,76,NYR,0
2011,Test Fishery,218,489,75,White,0
2011,Test Fishery,218,489,74,Stew,6e-04
2011,Test Fishery,218,489,72,Pelly,0.0164
2011,Test Fishery,218,489,71,Norden,0
2011,Test Fishery,218,489,73,MidYR,0.0639
2011,Test Fishery,218,489,68,Teslin,0.0011
2011,Test Fishery,218,489,69,UpperYR,0.9178
2011,Test Fishery,218,490,76,NYR,0
2011,Test Fishery,218,490,75,White,0
2011,Test Fishery,218,490,74,Stew,3e-04
2011,Test Fishery,218,490,72,Pelly,0.5259
2011,Test Fishery,218,490,71,Norden,0.0017
2011,Test Fishery,218,490,73,MidYR,0.4221
2011,Test Fishery,218,490,68,Teslin,0.0497
2011,Test Fishery,218,490,69,UpperYR,0
2011,Test Fishery,218,491,76,NYR,0.0028
2011,Test Fishery,218,491,75,White,0.0023
2011,Test Fishery,218,491,74,Stew,0.0018
2011,Test Fishery,218,491,72,Pelly,0
2011,Test Fishery,218,491,71,Norden,0
2011,Test Fishery,218,491,73,MidYR,0.9925
2011,Test Fishery,218,491,68,Teslin,4e-04
2011,Test Fishery,218,491,69,UpperYR,0
2011,Test Fishery,218,492,76,NYR,0.0019
2011,Test Fishery,218,492,75,White,0
2011,Test Fishery,218,492,74,Stew,0.0771
2011,Test Fishery,218,492,72,Pelly,0
2011,Test Fishery,218,492,71,Norden,0.0023
2011,Test Fishery,218,492,73,MidYR,0.8577
2011,Test Fishery,218,492,68,Teslin,0.061
2011,Test Fishery,218,492,69,UpperYR,0
2011,Test Fishery,218,493,76,NYR,0
2011,Test Fishery,218,493,75,White,0
2011,Test Fishery,218,493,74,Stew,0
2011,Test Fishery,218,493,72,Pelly,0
2011,Test Fishery,218,493,71,Norden,0
2011,Test Fishery,218,493,73,MidYR,0.9793
2011,Test Fishery,218,493,68,Teslin,0.0189
2011,Test Fishery,218,493,69,UpperYR,0.0018
2011,Fish Wheel,218,48,76,NYR,0
2011,Fish Wheel,218,48,75,White,0
2011,Fish Wheel,218,48,74,Stew,0.0282
2011,Fish Wheel,218,48,72,Pelly,0.0206
2011,Fish Wheel,218,48,71,Norden,0
2011,Fish Wheel,218,48,73,MidYR,0.9324
2011,Fish Wheel,218,48,68,Teslin,0.009
2011,Fish Wheel,218,48,69,UpperYR,0.0093
2011,Fish Wheel,218,59,76,NYR,0
2011,Fish Wheel,218,59,75,White,0
2011,Fish Wheel,218,59,74,Stew,2e-04
2011,Fish Wheel,218,59,72,Pelly,1e-04
2011,Fish Wheel,218,59,71,Norden,0
2011,Fish Wheel,218,59,73,MidYR,0.7585
2011,Fish Wheel,218,59,68,Teslin,0.2412
2011,Fish Wheel,218,59,69,UpperYR,0
2011,Test Fishery,219,494,76,NYR,0.0032
2011,Test Fishery,219,494,75,White,0
2011,Test Fishery,219,494,74,Stew,0.0108
2011,Test Fishery,219,494,72,Pelly,0.6246
2011,Test Fishery,219,494,71,Norden,0
2011,Test Fishery,219,494,73,MidYR,0.3534
2011,Test Fishery,219,494,68,Teslin,0.007
2011,Test Fishery,219,494,69,UpperYR,0
2011,Test Fishery,219,495,76,NYR,0
2011,Test Fishery,219,495,75,White,0
2011,Test Fishery,219,495,74,Stew,0.1492
2011,Test Fishery,219,495,72,Pelly,0.1288
2011,Test Fishery,219,495,71,Norden,0.0167
2011,Test Fishery,219,495,73,MidYR,0.6484
2011,Test Fishery,219,495,68,Teslin,0.0551
2011,Test Fishery,219,495,69,UpperYR,0
2011,Test Fishery,219,496,76,NYR,0.0156
2011,Test Fishery,219,496,75,White,0
2011,Test Fishery,219,496,74,Stew,0.007
2011,Test Fishery,219,496,72,Pelly,0.0091
2011,Test Fishery,219,496,71,Norden,0
2011,Test Fishery,219,496,73,MidYR,0.9552
2011,Test Fishery,219,496,68,Teslin,0
2011,Test Fishery,219,496,69,UpperYR,0.0116
2011,Test Fishery,219,497,76,NYR,1e-04
2011,Test Fishery,219,497,75,White,0
2011,Test Fishery,219,497,74,Stew,0.0932
2011,Test Fishery,219,497,72,Pelly,0.0179
2011,Test Fishery,219,497,71,Norden,0
2011,Test Fishery,219,497,73,MidYR,0.8886
2011,Test Fishery,219,497,68,Teslin,1e-04
2011,Test Fishery,219,497,69,UpperYR,0
2011,Test Fishery,219,498,76,NYR,0
2011,Test Fishery,219,498,75,White,0
2011,Test Fishery,219,498,74,Stew,0
2011,Test Fishery,219,498,72,Pelly,1e-04
2011,Test Fishery,219,498,71,Norden,0
2011,Test Fishery,219,498,73,MidYR,0.9999
2011,Test Fishery,219,498,68,Teslin,0
2011,Test Fishery,219,498,69,UpperYR,0
2011,Test Fishery,219,499,76,NYR,0
2011,Test Fishery,219,499,75,White,0
2011,Test Fishery,219,499,74,Stew,0.0073
2011,Test Fishery,219,499,72,Pelly,0.0077
2011,Test Fishery,219,499,71,Norden,0
2011,Test Fishery,219,499,73,MidYR,0.9621
2011,Test Fishery,219,499,68,Teslin,0.0018
2011,Test Fishery,219,499,69,UpperYR,0.0211
2011,Fish Wheel,219,24,76,NYR,0
2011,Fish Wheel,219,24,75,White,0
2011,Fish Wheel,219,24,74,Stew,0.0094
2011,Fish Wheel,219,24,72,Pelly,0.3083
2011,Fish Wheel,219,24,71,Norden,0
2011,Fish Wheel,219,24,73,MidYR,0.5293
2011,Fish Wheel,219,24,68,Teslin,0.1495
2011,Fish Wheel,219,24,69,UpperYR,0.0015
2011,Fish Wheel,219,58,76,NYR,0.0072
2011,Fish Wheel,219,58,75,White,0
2011,Fish Wheel,219,58,74,Stew,0.1163
2011,Fish Wheel,219,58,72,Pelly,0.0449
2011,Fish Wheel,219,58,71,Norden,0
2011,Fish Wheel,219,58,73,MidYR,0.7305
2011,Fish Wheel,219,58,68,Teslin,0.1011
2011,Fish Wheel,219,58,69,UpperYR,0
2011,Fish Wheel,219,135,76,NYR,0
2011,Fish Wheel,219,135,75,White,8e-04
2011,Fish Wheel,219,135,74,Stew,0.0139
2011,Fish Wheel,219,135,72,Pelly,0.0666
2011,Fish Wheel,219,135,71,Norden,0
2011,Fish Wheel,219,135,73,MidYR,0.1008
2011,Fish Wheel,219,135,68,Teslin,0.8179
2011,Fish Wheel,219,135,69,UpperYR,0
2011,Fish Wheel,219,143,76,NYR,0
2011,Fish Wheel,219,143,75,White,0
2011,Fish Wheel,219,143,74,Stew,0.0027
2011,Fish Wheel,219,143,72,Pelly,0.0044
2011,Fish Wheel,219,143,71,Norden,0
2011,Fish Wheel,219,143,73,MidYR,0.9489
2011,Fish Wheel,219,143,68,Teslin,0.044
2011,Fish Wheel,219,143,69,UpperYR,0
2011,Test Fishery,220,500,76,NYR,0
2011,Test Fishery,220,500,75,White,0.013
2011,Test Fishery,220,500,74,Stew,0.0025
2011,Test Fishery,220,500,72,Pelly,0.5943
2011,Test Fishery,220,500,71,Norden,0
2011,Test Fishery,220,500,73,MidYR,0.3787
2011,Test Fishery,220,500,68,Teslin,0.0115
2011,Test Fishery,220,500,69,UpperYR,0
2011,Fish Wheel,221,16,76,NYR,0
2011,Fish Wheel,221,16,75,White,0
2011,Fish Wheel,221,16,74,Stew,0
2011,Fish Wheel,221,16,72,Pelly,2e-04
2011,Fish Wheel,221,16,71,Norden,0
2011,Fish Wheel,221,16,73,MidYR,8e-04
2011,Fish Wheel,221,16,68,Teslin,0
2011,Fish Wheel,221,16,69,UpperYR,0.999
2011,Fish Wheel,223,34,76,NYR,0
2011,Fish Wheel,223,34,75,White,0
2011,Fish Wheel,223,34,74,Stew,0
2011,Fish Wheel,223,34,72,Pelly,5e-04
2011,Fish Wheel,223,34,71,Norden,0
2011,Fish Wheel,223,34,73,MidYR,0.9933
2011,Fish Wheel,223,34,68,Teslin,0.0062
2011,Fish Wheel,223,34,69,UpperYR,0
2011,Fish Wheel,224,5,76,NYR,0
2011,Fish Wheel,224,5,75,White,0.0843
2011,Fish Wheel,224,5,74,Stew,0.1077
2011,Fish Wheel,224,5,72,Pelly,0.2379
2011,Fish Wheel,224,5,71,Norden,0
2011,Fish Wheel,224,5,73,MidYR,0.4969
2011,Fish Wheel,224,5,68,Teslin,0.0709
2011,Fish Wheel,224,5,69,UpperYR,0
2011,Fish Wheel,225,122,76,NYR,0
2011,Fish Wheel,225,122,75,White,0
2011,Fish Wheel,225,122,74,Stew,0.3388
2011,Fish Wheel,225,122,72,Pelly,0.0013
2011,Fish Wheel,225,122,71,Norden,0
2011,Fish Wheel,225,122,73,MidYR,0.6367
2011,Fish Wheel,225,122,68,Teslin,0.0192
2011,Fish Wheel,225,122,69,UpperYR,0.0036
2011,Fish Wheel,226,109,76,NYR,0
2011,Fish Wheel,226,109,75,White,0
2011,Fish Wheel,226,109,74,Stew,0
2011,Fish Wheel,226,109,72,Pelly,9e-04
2011,Fish Wheel,226,109,71,Norden,0
2011,Fish Wheel,226,109,73,MidYR,0.0102
2011,Fish Wheel,226,109,68,Teslin,5e-04
2011,Fish Wheel,226,109,69,UpperYR,0.9884
2011,Fish Wheel,229,19,76,NYR,0
2011,Fish Wheel,229,19,75,White,0
2011,Fish Wheel,229,19,74,Stew,0.0952
2011,Fish Wheel,229,19,72,Pelly,0.2543
2011,Fish Wheel,229,19,71,Norden,0.0515
2011,Fish Wheel,229,19,73,MidYR,0.0729
2011,Fish Wheel,229,19,68,Teslin,0.4893
2011,Fish Wheel,229,19,69,UpperYR,0
2011,Fish Wheel,229,46,76,NYR,0.0026
2011,Fish Wheel,229,46,75,White,0
2011,Fish Wheel,229,46,74,Stew,0
2011,Fish Wheel,229,46,72,Pelly,0.0478
2011,Fish Wheel,229,46,71,Norden,0.0409
2011,Fish Wheel,229,46,73,MidYR,0.8965
2011,Fish Wheel,229,46,68,Teslin,0.0105
2011,Fish Wheel,229,46,69,UpperYR,0
2012,Fish Wheel,196,5,76,NYR,6e-04
2012,Fish Wheel,196,5,75,White,0
2012,Fish Wheel,196,5,74,Stew,0.0016
2012,Fish Wheel,196,5,72,Pelly,0.9022
2012,Fish Wheel,196,5,71,Norden,0
2012,Fish Wheel,196,5,73,MidYR,0.0129
2012,Fish Wheel,196,5,68,Teslin,0.0825
2012,Fish Wheel,196,5,69,UpperYR,0
2012,Fish Wheel,196,8,76,NYR,1
2012,Fish Wheel,196,8,75,White,0
2012,Fish Wheel,196,8,74,Stew,0
2012,Fish Wheel,196,8,72,Pelly,0
2012,Fish Wheel,196,8,71,Norden,0
2012,Fish Wheel,196,8,73,MidYR,0
2012,Fish Wheel,196,8,68,Teslin,0
2012,Fish Wheel,196,8,69,UpperYR,0
2012,Fish Wheel,197,114,76,NYR,0.0438
2012,Fish Wheel,197,114,75,White,0
2012,Fish Wheel,197,114,74,Stew,0.028
2012,Fish Wheel,197,114,72,Pelly,0.0178
2012,Fish Wheel,197,114,71,Norden,0
2012,Fish Wheel,197,114,73,MidYR,0.8709
2012,Fish Wheel,197,114,68,Teslin,0.0384
2012,Fish Wheel,197,114,69,UpperYR,0
2012,Fish Wheel,198,17,76,NYR,0.979
2012,Fish Wheel,198,17,75,White,0
2012,Fish Wheel,198,17,74,Stew,6e-04
2012,Fish Wheel,198,17,72,Pelly,0.0027
2012,Fish Wheel,198,17,71,Norden,0
2012,Fish Wheel,198,17,73,MidYR,0.0144
2012,Fish Wheel,198,17,68,Teslin,0.0033
2012,Fish Wheel,198,17,69,UpperYR,0
2012,Fish Wheel,198,20,76,NYR,0.8784
2012,Fish Wheel,198,20,75,White,0
2012,Fish Wheel,198,20,74,Stew,0.0017
2012,Fish Wheel,198,20,72,Pelly,0.0049
2012,Fish Wheel,198,20,71,Norden,0
2012,Fish Wheel,198,20,73,MidYR,0.1108
2012,Fish Wheel,198,20,68,Teslin,0.0038
2012,Fish Wheel,198,20,69,UpperYR,0
2012,Fish Wheel,198,123,76,NYR,0.8729
2012,Fish Wheel,198,123,75,White,0.0975
2012,Fish Wheel,198,123,74,Stew,0.0151
2012,Fish Wheel,198,123,72,Pelly,0.0141
2012,Fish Wheel,198,123,71,Norden,0
2012,Fish Wheel,198,123,73,MidYR,3e-04
2012,Fish Wheel,198,123,68,Teslin,0
2012,Fish Wheel,198,123,69,UpperYR,0
2012,Fish Wheel,199,12,76,NYR,0
2012,Fish Wheel,199,12,75,White,0.8673
2012,Fish Wheel,199,12,74,Stew,6e-04
2012,Fish Wheel,199,12,72,Pelly,0.1292
2012,Fish Wheel,199,12,71,Norden,8e-04
2012,Fish Wheel,199,12,73,MidYR,0.002
2012,Fish Wheel,199,12,68,Teslin,0
2012,Fish Wheel,199,12,69,UpperYR,0
2012,Fish Wheel,199,84,76,NYR,0.0256
2012,Fish Wheel,199,84,75,White,0
2012,Fish Wheel,199,84,74,Stew,8e-04
2012,Fish Wheel,199,84,72,Pelly,0.9733
2012,Fish Wheel,199,84,71,Norden,0
2012,Fish Wheel,199,84,73,MidYR,3e-04
2012,Fish Wheel,199,84,68,Teslin,0
2012,Fish Wheel,199,84,69,UpperYR,0
2012,Fish Wheel,200,4,76,NYR,0
2012,Fish Wheel,200,4,75,White,0.9989
2012,Fish Wheel,200,4,74,Stew,5e-04
2012,Fish Wheel,200,4,72,Pelly,4e-04
2012,Fish Wheel,200,4,71,Norden,0
2012,Fish Wheel,200,4,73,MidYR,2e-04
2012,Fish Wheel,200,4,68,Teslin,0
2012,Fish Wheel,200,4,69,UpperYR,0
2012,Fish Wheel,200,29,76,NYR,2e-04
2012,Fish Wheel,200,29,75,White,1e-04
2012,Fish Wheel,200,29,74,Stew,0.2761
2012,Fish Wheel,200,29,72,Pelly,0.7235
